status,funding_rounds,funding_total_usd,milestones,relationships,age,success_status,success_binary
operating,,,,2.0,6.0,0,0
operating,,,1.0,1.0,5.58,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
operating,1.0,800000.0,,2.0,26.0,0,0
operating,,,,,7.0,0,0
operating,1.0,1250000.0,,3.0,26.0,0,0
operating,,,,3.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,7.51,0,0
operating,,,,,33.0,0,0
operating,,,,3.0,1.25,0,0
operating,1.0,5000000.0,1.0,6.0,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,,2.0,10.72,0,0
operating,,,,,2.58,0,0
